transaction_id,amount,hour_of_day,day_of_week,merchant_category,distance_from_home,distance_from_last_transaction,ratio_to_median_amount,is_foreign,is_weekend,velocity_last_hour,is_fraud
302584,63.71,12,3,10,1.7,6.9,1.16,0,0,3,0
302585,14.09,16,3,9,2.9,6.9,1.9,0,0,2,0
302586,56.3,6,1,8,3.6,0.6,1.77,0,0,0,0
302587,9.9,14,2,2,2.5,1.9,2.26,0,0,4,0
302588,20.4,11,0,9,5.9,2.7,0.65,0,0,2,0
302589,28.49,21,4,9,5.3,9.7,1.28,0,0,1,0
302590,33.5,12,6,6,5.0,1.4,0.8,0,1,0,0
302591,98.58,18,4,8,1.6,1.0,0.84,0,0,2,0
302592,8.15,17,4,7,2.3,0.8,0.98,0,0,3,0
302593,56.33,19,6,5,11.4,0.5,1.62,0,1,2,0
302594,139.92,18,5,5,8.3,3.8,1.56,0,1,3,0
302595,31.81,9,3,1,25.6,2.6,1.95,0,0,2,0
302596,13.92,19,6,7,2.1,2.5,0.99,0,1,1,0
302597,12.43,13,0,1,10.3,1.8,1.35,0,0,3,0
302598,9.06,16,0,5,4.6,0.5,0.92,0,0,3,0
302599,108.18,15,3,8,1.1,0.9,1.34,0,0,2,0
302600,60.76,14,3,9,20.0,1.6,0.4,0,0,0,0
302601,22.95,19,6,4,2.2,7.3,1.4,0,1,1,0
302602,9.34,11,0,7,9.0,2.5,2.26,1,0,2,0
302603,19.05,17,6,4,2.9,3.5,1.16,1,1,2,0
302604,58.6,15,2,3,15.6,0.8,2.07,0,0,4,0
302605,29.96,0,0,6,6.9,2.4,0.61,0,0,2,0
302606,35.73,10,5,1,4.3,10.1,0.71,0,1,3,0
302607,134.83,14,1,8,1.0,1.1,0.8,0,0,2,0
302608,54.17,11,4,1,26.3,0.5,0.76,0,0,1,0
302609,31.94,9,6,1,0.9,0.7,1.0,0,1,5,0
302610,50.55,11,0,5,4.8,2.6,1.02,0,0,1,0
302611,44.56,14,1,9,0.0,0.4,1.49,0,0,2,0
302612,273.59,17,2,5,7.3,1.3,1.3,0,0,1,0
302613,30.69,18,2,2,0.1,0.6,0.78,0,0,2,0
302614,51.91,18,2,5,1.3,0.1,1.43,0,0,3,0
302615,43.18,14,0,9,0.8,4.3,0.89,0,0,4,0
302616,12.01,13,3,5,1.3,2.0,1.93,0,0,1,0
302617,17.64,12,0,4,10.3,3.7,0.69,0,0,0,0
302618,25.47,13,4,4,1.4,2.0,0.93,0,0,1,0
302619,36.13,11,3,5,1.4,1.6,0.86,0,0,1,0
302620,21.3,14,3,6,1.0,2.5,1.59,0,0,5,0
302621,73.68,15,3,4,2.6,5.3,0.71,0,0,2,0
302622,53.81,13,1,6,9.5,1.6,0.64,0,0,1,0
302623,45.74,9,5,3,2.0,3.9,0.97,0,1,4,0
302624,47.63,20,3,9,3.6,1.6,3.02,0,0,1,0
302625,41.45,13,4,2,3.3,6.2,1.69,0,0,1,0
302626,13.0,9,1,5,2.4,4.1,1.43,0,0,0,0
302627,13.53,8,0,7,1.4,0.9,1.26,0,0,2,0
302628,26.54,11,6,10,2.8,5.5,1.1,0,1,1,0
302629,2.74,18,1,1,14.7,1.5,1.55,0,0,1,0
302630,336.1,22,6,9,2.1,0.0,2.79,0,1,0,0
302631,70.43,6,1,1,75.3,43.7,15.93,0,0,4,1
302632,45.13,17,5,1,3.8,0.7,2.43,0,1,1,0
302633,20.9,8,3,2,2.8,6.0,0.99,0,0,0,0
302634,4.86,11,0,1,18.8,1.6,0.99,1,0,3,0
302635,14.47,16,2,9,15.1,0.8,1.58,0,0,3,0
302636,399.2,0,5,2,1.8,3.0,1.27,0,1,1,0
302637,74.11,17,6,4,15.5,0.0,0.48,0,1,2,0
302638,228.59,14,6,9,8.5,2.7,0.61,1,1,1,0
302639,10.44,15,5,7,1.8,0.1,1.73,0,1,2,0
302640,46.38,12,2,1,2.3,1.0,1.72,0,0,2,0
302641,21.8,9,2,10,1.0,3.4,0.29,0,0,1,0
302642,34.15,21,2,10,0.1,5.7,1.35,0,0,2,0
302643,115.91,12,4,7,8.4,6.3,0.8,0,0,1,0
302644,12.98,16,6,5,3.0,0.0,1.06,0,1,4,0
302645,14.94,20,6,10,7.7,1.9,0.67,0,1,5,0
302646,9.4,6,6,5,7.2,6.0,1.7,0,1,2,0
302647,44.51,21,6,3,5.4,0.7,1.74,0,1,1,0
302648,82.91,10,6,2,1.6,0.4,0.38,0,1,3,0
302649,2.77,15,0,10,7.0,0.2,0.91,0,0,0,0
302650,128.52,19,4,4,8.0,10.3,0.67,0,0,0,0
302651,19.28,9,2,8,1.4,2.0,2.18,0,0,3,0
302652,35.66,15,6,10,3.4,4.2,1.09,0,1,4,0
302653,123.56,10,4,1,3.5,2.3,0.66,0,0,3,0
302654,47.87,23,4,2,2.3,12.0,1.12,0,0,0,0
302655,66.14,19,1,1,1.0,6.1,1.02,0,0,3,0
302656,179.2,13,2,4,5.9,1.0,0.94,0,0,4,0
302657,33.39,12,4,8,2.2,3.7,1.31,0,0,1,0
302658,4.14,23,2,8,2.2,1.0,0.67,0,0,2,0
302659,15.02,11,0,3,0.9,0.1,1.19,0,0,2,0
302660,11.27,14,6,5,8.2,0.9,0.73,0,1,1,0
302661,197.31,8,4,6,3.3,2.3,1.01,0,0,2,0
302662,31.06,20,0,5,4.2,4.0,1.18,0,0,1,0
302663,2.23,16,2,9,14.6,0.6,0.86,0,0,4,0
302664,34.75,12,1,2,6.6,2.1,2.46,0,0,2,0
302665,5.79,16,4,5,4.5,7.3,0.63,0,0,2,0
302666,17.73,10,1,4,5.2,2.4,1.8,0,0,2,0
302667,43.12,16,3,5,1.9,4.3,0.53,0,0,1,0
302668,213.68,23,1,5,7.9,0.1,0.86,0,0,1,0
302669,12.81,13,0,5,1.5,0.1,2.05,0,0,2,0
302670,8.6,11,2,1,2.9,13.1,0.5,0,0,1,0
302671,14.95,15,2,5,1.8,0.8,2.03,0,0,1,0
302672,75.46,20,6,9,2.5,5.6,1.48,0,1,3,0
302673,11.07,14,6,5,0.8,1.0,1.02,0,1,2,0
302674,9.6,22,1,7,11.9,7.9,1.75,0,0,2,0
302675,16.18,17,6,5,7.5,0.4,1.1,0,1,2,0
302676,36.45,16,2,1,11.5,0.8,0.93,0,0,2,0
302677,128.09,20,1,2,0.3,3.3,0.81,0,0,1,0
302678,12.36,0,5,6,1.9,0.8,0.54,0,1,1,0
302679,11.86,9,2,6,7.6,5.0,1.19,0,0,2,0
302680,16.41,23,5,3,3.6,5.3,0.73,0,1,0,0
302681,99.96,22,5,7,0.2,2.2,0.42,0,1,2,0
302682,25.27,21,1,7,23.5,0.7,0.6,0,0,0,0
302683,11.73,17,6,4,4.9,4.4,2.09,0,1,1,0
302684,59.74,17,2,8,2.7,1.5,3.56,1,0,3,0
302685,17.42,16,6,6,10.8,2.5,1.41,0,1,1,0
302686,29.73,17,6,7,0.0,0.7,1.07,0,1,3,0
302687,46.37,17,6,6,1.9,4.4,0.46,0,1,2,0
302688,63.31,13,5,2,2.1,0.1,2.02,0,1,2,0
302689,20.18,10,3,5,8.4,1.3,1.66,0,0,1,0
302690,236.28,15,6,8,1.4,3.9,0.38,0,1,3,0
302691,118.16,7,4,6,15.5,5.0,0.68,0,0,5,0
302692,18.39,11,2,7,12.2,0.6,1.1,0,0,4,0
302693,89.36,22,6,7,7.1,1.7,1.7,0,1,2,0
302694,21.76,12,3,10,2.3,1.6,0.66,0,0,1,0
302695,7.5,16,2,4,0.3,5.7,0.49,0,0,2,0
302696,32.23,15,4,6,8.5,4.4,0.46,0,0,1,0
302697,2.92,8,4,2,4.3,11.0,1.04,0,0,3,0
302698,11.71,17,3,2,0.9,0.2,1.41,0,0,2,0
302699,26.78,12,0,10,7.0,3.9,1.8,0,0,1,0
302700,82.35,7,3,7,2.8,5.1,0.5,0,0,3,0
302701,55.11,14,6,4,30.4,4.2,1.87,0,1,1,0
302702,1366.8,22,5,10,16.9,6.6,3.1,0,1,2,1
302703,144.93,16,3,10,0.0,4.2,0.61,0,0,0,0
302704,73.74,10,4,2,5.0,4.0,1.09,0,0,2,0
302705,38.04,12,6,5,8.0,3.2,0.52,0,1,0,0
302706,38.47,8,1,7,19.5,1.7,1.86,0,0,1,0
302707,14.76,11,2,7,0.2,3.1,0.84,0,0,2,0
302708,118.0,10,2,2,0.3,1.1,0.98,0,0,3,0
302709,84.74,13,0,7,4.8,6.0,0.38,1,0,2,0
302710,30.31,12,2,10,7.1,4.8,0.38,0,0,5,0
302711,153.75,16,0,2,10.9,0.9,0.77,0,0,4,0
302712,6.01,9,0,9,12.5,2.2,0.54,0,0,2,0
302713,21.15,19,1,8,2.9,0.2,0.56,0,0,3,0
302714,25.24,9,5,4,0.1,1.2,1.53,1,1,5,0
302715,21.21,19,4,8,3.9,3.2,0.99,0,0,1,0
302716,74.71,13,6,7,8.5,12.4,0.93,0,1,6,0
302717,17.74,17,2,8,23.3,1.0,1.09,0,0,1,0
302718,47.84,16,2,2,5.3,0.3,1.69,0,0,7,0
302719,224.77,19,0,10,2.9,0.9,0.93,0,0,2,0
302720,8.27,16,6,2,16.5,3.0,0.95,0,1,2,0
302721,21.41,22,6,7,6.6,2.2,0.92,0,1,4,0
302722,17.58,8,0,5,0.2,0.3,1.34,0,0,1,0
302723,86.62,23,0,5,3.0,0.2,1.2,1,0,1,0
302724,18.3,16,5,7,6.4,4.7,0.78,0,1,2,0
302725,21.98,9,3,7,14.0,1.5,0.97,0,0,1,0
302726,232.78,11,2,4,0.4,5.8,1.52,0,0,0,0
302727,23.63,10,2,4,6.5,1.4,1.32,0,0,1,0
302728,66.66,8,6,6,1.7,1.3,1.49,0,1,0,0
302729,22.31,10,2,8,2.7,0.1,0.96,0,0,1,0
302730,160.39,14,3,9,6.0,4.6,0.8,0,0,2,0
302731,52.22,17,5,7,1.5,7.1,2.07,0,1,1,0
302732,39.31,16,2,9,4.3,7.1,0.96,0,0,3,0
302733,23.9,15,2,10,0.7,4.7,0.6,0,0,3,0
302734,55.45,15,4,8,10.3,5.8,0.59,0,0,5,0
302735,16.91,15,2,2,9.5,0.4,1.26,0,0,3,0
302736,129.81,23,5,5,0.3,0.7,0.45,0,1,2,0
302737,38.11,12,6,1,6.5,5.4,0.65,0,1,4,0
302738,163.25,16,6,2,3.0,0.2,4.17,0,1,1,0
302739,76.79,16,1,3,6.4,9.2,1.83,0,0,2,0
302740,8.71,14,2,6,5.0,4.3,0.72,0,0,3,0
302741,7.99,13,4,9,5.7,5.2,0.85,0,0,2,0
302742,64.95,11,2,1,4.3,9.3,0.98,0,0,1,0
302743,9.4,10,3,2,1.4,1.3,1.22,0,0,2,0
302744,11.42,18,3,7,8.9,1.5,0.55,0,0,3,0
302745,17.96,10,6,10,1.6,2.1,1.12,0,1,0,0
302746,18.25,14,4,6,0.5,0.4,0.99,0,0,4,0
302747,45.2,14,3,1,0.8,6.5,0.63,0,0,0,0
302748,24.91,15,4,2,0.1,1.9,1.09,0,0,1,0
302749,40.75,10,5,3,12.5,2.4,1.25,0,1,1,0
302750,19.54,16,4,6,3.2,0.7,1.48,0,0,1,0
302751,41.1,9,2,7,0.4,3.0,1.77,0,0,3,0
302752,70.58,19,4,3,4.2,1.1,1.36,0,0,4,0
302753,28.89,21,5,10,0.5,2.8,0.68,0,1,3,0
302754,265.31,13,6,2,4.6,3.4,1.79,0,1,1,0
302755,9.39,9,4,1,2.6,0.1,1.31,0,0,3,0
302756,180.69,12,6,1,7.7,11.0,0.57,0,1,1,0
302757,38.98,15,1,2,4.1,0.0,1.81,0,0,2,0
302758,101.99,17,3,10,1.9,0.4,1.88,0,0,0,0
302759,5.5,11,1,5,3.2,4.1,1.04,0,0,2,0
302760,36.75,19,3,6,2.9,2.1,1.58,0,0,3,0
302761,45.87,9,0,3,9.8,1.6,0.44,0,0,3,0
302762,70.46,21,5,7,6.0,4.0,0.74,0,1,3,0
302763,13.15,18,1,1,2.4,1.6,0.56,1,0,1,0
302764,17.36,10,1,7,15.1,3.9,1.31,0,0,0,0
302765,13.56,11,0,2,6.8,0.0,1.06,0,0,3,0
302766,85.02,23,0,6,9.8,2.0,0.99,0,0,3,0
302767,948.21,18,5,2,0.4,1.1,0.58,0,1,3,0
302768,49.65,10,2,3,1.4,2.6,0.91,0,0,1,0
302769,155.02,8,4,2,2.8,1.2,0.55,0,0,1,0
302770,27.89,18,4,8,4.3,4.3,1.58,0,0,3,0
302771,108.94,23,6,7,4.7,5.2,1.15,1,1,4,0
302772,22.78,18,5,6,2.0,3.4,0.93,0,1,3,0
302773,7.57,21,4,3,4.2,0.5,0.83,0,0,3,0
302774,6.83,8,4,2,1.9,0.0,0.89,0,0,2,0
302775,53.85,11,3,1,0.2,0.5,2.04,0,0,0,0
302776,27.0,17,4,8,0.6,8.7,5.89,0,0,2,0
302777,108.43,8,1,7,8.7,1.0,1.91,0,0,1,0
302778,32.41,19,2,7,1.0,6.6,1.42,0,0,1,0
302779,14.31,10,0,4,3.7,4.1,0.88,0,0,3,0
302780,89.8,20,1,8,18.5,16.0,0.41,0,0,3,0
302781,10.28,15,3,5,6.7,4.5,1.2,0,0,2,0
302782,24.67,20,6,3,3.9,3.6,0.33,0,1,2,0
302783,97.97,17,3,3,5.1,1.8,0.37,0,0,1,0
302784,25.48,19,0,7,5.0,6.5,1.82,0,0,0,0
302785,25.2,11,3,9,3.6,7.0,1.69,0,0,5,0
302786,66.59,17,1,4,3.0,1.9,1.55,0,0,0,0
302787,12.44,12,1,3,2.0,3.2,1.08,0,0,3,0
302788,23.64,18,5,9,11.2,0.6,1.06,0,1,2,0
302789,96.93,13,4,10,1.8,14.5,0.39,0,0,2,0
302790,92.47,21,4,4,4.8,0.3,1.16,0,0,4,0
302791,81.62,15,6,10,17.5,0.4,1.76,0,1,1,0
302792,43.95,14,2,8,9.6,1.5,0.95,0,0,3,0
302793,126.28,17,4,7,6.0,0.9,1.64,0,0,1,0
302794,381.95,6,0,1,8.0,3.0,0.64,0,0,4,0
302795,41.09,13,2,5,10.1,0.1,1.1,0,0,2,0
302796,14.64,11,2,4,3.1,2.1,0.58,0,0,3,0
302797,67.6,14,1,10,4.7,2.4,0.65,0,0,1,0
302798,15.65,10,4,2,0.1,1.7,1.78,0,0,1,0
302799,4.03,7,1,7,9.6,4.6,0.51,0,0,5,0
302800,54.42,17,4,5,0.8,0.5,0.93,0,0,3,0
302801,10.25,10,1,9,0.2,0.2,0.86,0,0,4,0
302802,107.84,19,2,3,2.5,2.2,0.46,0,0,4,0
302803,23.03,10,0,3,6.2,2.4,1.04,0,0,1,0
302804,56.81,17,0,6,0.5,1.3,0.56,0,0,2,0
302805,28.61,14,0,2,17.2,6.7,0.8,0,0,2,0
302806,3.69,18,3,2,1.1,3.8,1.01,0,0,1,0
302807,19.58,6,1,2,22.3,0.9,0.84,0,0,0,0
302808,14.88,12,1,3,1.6,0.7,0.97,1,0,1,0
302809,73.94,11,0,10,4.3,0.5,0.44,0,0,1,0
302810,139.46,15,6,4,3.7,1.1,0.72,0,1,0,0
302811,19.2,20,1,10,3.4,2.5,0.69,0,0,5,0
302812,56.33,16,2,9,0.7,4.2,0.96,0,0,1,0
302813,115.95,12,3,3,1.9,1.7,1.28,0,0,4,0
302814,48.79,3,6,8,71.0,10.9,14.2,1,1,6,1
302815,45.45,13,6,4,2.8,3.9,1.1,1,1,3,0
302816,182.95,22,4,10,0.1,2.2,0.87,0,0,0,0
302817,27.34,12,1,8,15.0,11.8,1.32,0,0,1,0
302818,27.43,11,3,5,8.8,0.6,0.81,0,0,3,0
302819,18.73,15,6,2,3.4,3.3,1.05,0,1,5,0
302820,21.29,15,2,10,4.7,1.8,1.35,0,0,2,0
302821,7.78,10,6,9,2.2,3.9,0.66,0,1,2,0
302822,46.36,10,1,4,11.9,4.3,1.2,1,0,1,0
302823,11.85,9,0,4,3.8,0.8,1.45,0,0,4,0
302824,28.06,19,0,6,2.1,2.8,1.28,0,0,1,0
302825,36.42,12,1,5,1.3,0.8,1.39,0,0,2,0
302826,10.14,8,4,5,0.5,1.1,1.12,0,0,1,0
302827,36.88,21,3,4,11.5,3.5,0.74,0,0,5,0
302828,567.3,12,1,3,0.4,4.7,2.26,0,0,5,0
302829,51.39,10,1,4,6.8,4.4,1.89,0,0,3,0
302830,37.66,8,3,5,1.1,0.9,0.89,0,0,1,0
302831,39.68,7,2,10,3.4,1.8,0.57,0,0,2,0
302832,6.01,12,5,2,4.4,0.1,0.61,0,1,5,0
302833,22.06,10,0,2,4.8,2.7,0.85,0,0,3,0
302834,38.22,9,6,2,4.9,0.4,0.68,0,1,1,0
302835,166.16,15,1,2,1.3,0.8,1.53,0,0,0,0
302836,18.3,12,2,10,12.4,3.2,1.32,1,0,0,0
302837,36.21,18,5,7,1.8,1.7,0.98,1,1,1,0
302838,149.99,11,0,3,1.5,0.9,1.11,0,0,1,0
302839,39.38,19,2,6,4.9,2.1,0.4,0,0,0,0
302840,62.33,19,6,5,1.3,0.1,1.71,0,1,1,0
302841,2.56,9,0,4,5.2,1.5,0.87,0,0,1,0
302842,32.37,17,3,10,0.7,0.3,1.18,0,0,0,0
302843,37.26,14,4,4,16.9,9.9,0.35,0,0,1,0
302844,34.67,1,2,3,4.5,3.1,1.69,1,0,4,1
302845,98.17,3,2,10,4.8,2.3,1.03,0,0,1,0
302846,28.48,19,2,8,6.4,5.4,0.54,0,0,1,0
302847,23.95,13,1,3,5.4,6.2,0.63,0,0,2,0
302848,47.51,17,2,2,1.4,0.4,1.3,0,0,1,0
302849,249.64,21,3,1,1.4,64.9,8.75,0,0,4,1
302850,45.33,14,2,7,15.0,0.2,3.94,0,0,1,0
302851,16.12,14,5,5,14.2,4.0,0.92,0,1,4,0
302852,45.9,10,4,2,6.7,3.7,1.79,0,0,2,0
302853,41.45,21,4,6,7.9,0.5,1.34,0,0,2,0
302854,206.22,9,4,7,0.7,3.8,0.7,0,0,3,0
302855,6.0,21,4,3,4.3,0.0,0.84,0,0,2,0
302856,386.89,17,4,7,21.2,17.3,4.22,1,0,6,1
302857,111.32,10,0,9,0.1,0.9,0.37,0,0,3,0
302858,16.64,17,6,9,0.1,1.0,2.25,0,1,1,0
302859,35.29,17,6,4,2.1,0.0,0.78,0,1,0,0
302860,125.49,12,1,5,2.5,0.8,1.12,0,0,1,0
302861,78.14,11,4,4,1.7,0.9,1.52,1,0,2,0
302862,30.85,11,0,3,0.1,1.7,1.54,0,0,1,0
302863,94.74,19,3,5,1.4,9.2,0.66,0,0,0,0
302864,11.95,8,5,1,6.7,1.2,0.38,0,1,2,0
302865,10.08,8,0,7,0.3,2.9,0.85,0,0,1,0
302866,47.72,20,0,4,2.7,4.9,0.49,0,0,2,0
302867,58.54,23,4,3,0.1,1.6,1.2,0,0,5,0
302868,136.05,13,0,4,3.1,1.0,0.79,0,0,0,0
302869,41.99,19,1,9,3.4,1.5,0.55,0,0,3,0
302870,24.83,11,0,2,7.0,0.4,1.39,0,0,7,0
302871,16.62,9,0,1,3.4,1.7,0.89,0,0,2,0
302872,20.22,9,4,3,4.5,3.4,1.59,1,0,1,0
302873,550.05,23,4,10,20.1,66.5,11.79,0,0,7,1
302874,41.21,17,1,4,4.4,0.2,1.54,0,0,1,0
302875,46.21,14,2,5,0.6,4.0,0.61,0,0,0,0
302876,25.02,11,0,7,1.2,2.4,1.48,0,0,2,0
302877,29.79,8,1,10,1.9,1.6,2.26,0,0,1,0
302878,159.15,21,2,1,8.6,6.6,1.03,0,0,1,0
302879,122.11,16,2,3,1.5,0.9,1.87,0,0,0,0
302880,62.78,9,3,1,4.6,1.0,1.39,0,0,1,0
302881,18.42,17,0,7,0.6,0.3,1.93,0,0,0,0
302882,18.08,19,4,10,0.3,4.2,1.07,0,0,2,0
302883,31.99,13,1,4,0.8,1.9,1.57,0,0,0,0
302884,50.27,9,6,1,6.1,4.5,1.04,0,1,2,0
302885,13.8,12,1,4,3.1,1.3,0.89,0,0,0,0
302886,54.89,7,2,5,0.6,5.8,2.24,0,0,1,0
302887,176.97,10,5,6,2.1,4.1,0.93,0,1,1,0
302888,15.65,17,1,4,11.4,12.4,0.49,0,0,3,0
302889,29.22,6,2,2,8.8,3.6,1.53,0,0,0,0
302890,45.56,13,1,3,13.4,1.1,0.93,0,0,2,0
302891,38.24,8,2,4,7.7,2.7,1.78,0,0,1,0
302892,18.17,20,2,8,3.7,4.0,0.86,0,0,0,0
302893,19.16,17,2,9,9.5,0.0,1.33,0,0,3,0
302894,50.02,16,3,7,2.6,4.4,0.92,0,0,3,0
302895,12.25,8,5,5,1.3,5.2,1.81,1,1,0,0
302896,85.94,15,6,2,7.5,4.4,0.74,0,1,2,0
302897,4.09,13,2,3,6.0,3.6,2.03,0,0,3,0
302898,125.15,17,2,6,4.0,0.3,0.74,0,0,1,0
302899,69.57,11,1,9,5.7,1.8,1.13,0,0,3,0
302900,82.31,13,1,9,0.9,4.8,0.26,0,0,2,0
302901,34.9,19,1,10,0.9,1.6,0.67,1,0,4,0
302902,71.75,12,6,10,1.0,0.5,2.72,0,1,0,0
302903,31.29,19,1,8,6.3,6.4,1.82,0,0,1,0
302904,7.62,12,4,3,5.7,1.2,2.41,0,0,4,0
302905,52.35,12,6,3,7.2,2.5,0.43,0,1,2,0
302906,50.57,12,4,3,5.3,0.2,2.94,0,0,4,0
302907,138.86,14,6,2,7.7,0.4,0.46,0,1,1,0
302908,8.36,17,6,5,6.0,6.6,0.97,0,1,1,0
302909,5.63,20,0,2,4.0,0.9,0.9,0,0,2,0
302910,43.17,19,1,6,0.5,10.8,0.62,0,0,3,0
302911,43.25,11,6,1,1.0,5.9,2.45,0,1,1,0
302912,19.67,17,4,1,3.3,3.1,1.31,1,0,0,0
302913,14.79,23,3,7,15.1,2.1,1.46,0,0,2,0
302914,12.08,9,2,8,1.0,5.0,0.52,0,0,3,0
302915,47.4,18,5,2,2.8,1.4,0.52,0,1,2,0
302916,395.38,18,4,2,3.4,5.6,1.54,0,0,1,0
302917,157.87,20,4,6,2.1,5.4,0.7,0,0,1,0
302918,39.93,16,3,7,1.9,5.1,1.12,0,0,0,0
302919,68.79,12,1,8,2.4,0.4,0.81,0,0,4,0
302920,47.17,11,3,4,5.2,3.4,1.43,0,0,2,0
302921,52.81,8,4,5,3.1,0.4,1.29,0,0,1,0
302922,58.97,7,4,10,1.6,0.6,0.91,0,0,1,0
302923,44.26,9,4,5,4.6,0.6,1.22,0,0,3,0
302924,182.49,4,5,3,0.3,0.4,1.47,0,1,3,0
302925,15.27,18,0,9,0.4,1.9,1.25,0,0,1,0
302926,59.84,15,5,4,2.5,1.0,1.52,0,1,0,0
302927,12201.2,0,3,1,26.3,5.1,4.1,0,0,9,1
302928,24.78,19,1,9,1.6,13.8,0.63,0,0,3,0
302929,207.86,11,5,3,11.3,2.0,0.63,0,1,3,0
302930,101.05,0,4,5,0.6,3.8,1.15,0,0,2,0
302931,92.51,12,4,6,1.4,3.6,0.45,0,0,3,0
302932,4.86,21,6,10,6.6,2.2,0.88,1,1,1,0
302933,58.33,19,2,2,0.7,1.5,1.62,0,0,2,0
302934,13.02,9,0,9,1.2,0.3,1.01,0,0,1,0
302935,17.52,7,3,7,1.1,4.1,1.03,0,0,3,0
302936,58.62,12,0,8,13.6,11.3,0.7,0,0,1,0
302937,7.65,12,3,8,6.4,2.1,0.72,0,0,0,0
302938,28.47,16,5,1,3.0,6.0,1.52,0,1,3,0
302939,32.76,8,1,7,0.9,1.0,0.54,0,0,1,0
302940,14.98,9,1,7,9.8,3.0,1.6,0,0,2,0
302941,72.37,22,4,9,1.2,5.9,1.39,0,0,2,0
302942,56.16,12,5,8,2.1,1.7,1.37,0,1,1,0
302943,39.88,8,1,10,9.5,0.1,0.62,0,0,1,0
302944,2.05,11,6,7,0.7,3.8,0.96,0,1,3,0
302945,331.55,12,4,2,8.3,0.2,1.31,0,0,0,0
302946,146.23,10,6,2,2.9,8.9,0.93,0,1,2,0
302947,23.22,8,5,1,0.7,0.4,0.83,0,1,1,0
302948,39.43,2,0,7,9.2,1.4,0.84,1,0,4,0
302949,39.03,13,5,2,5.3,6.2,3.0,0,1,3,0
302950,7.15,13,5,9,0.4,4.8,1.68,0,1,4,0
302951,21.94,14,2,4,2.2,3.3,0.67,0,0,3,0
302952,49.51,19,0,9,0.2,1.9,1.58,0,0,0,0
302953,110.97,7,4,8,13.8,5.2,0.49,0,0,2,0
302954,18.64,13,5,6,0.9,4.0,1.43,0,1,2,0
302955,73.94,15,4,1,4.8,2.2,1.68,0,0,0,0
302956,208.08,12,1,8,0.5,1.0,1.25,0,0,4,0
302957,1064.61,19,6,2,0.4,3.7,0.86,0,1,0,0
302958,44.27,17,5,7,7.3,0.5,1.17,0,1,3,0
302959,14.47,15,1,3,2.1,0.1,0.89,0,0,2,0
302960,57.26,17,6,4,0.5,0.8,1.35,0,1,2,0
302961,12.36,15,5,3,0.2,0.1,0.65,0,1,1,0
302962,136.84,10,3,3,10.8,1.6,1.63,1,0,1,0
302963,162.62,16,6,2,6.9,0.2,0.96,0,1,2,0
302964,854.83,11,1,8,0.6,0.8,1.11,0,0,1,0
302965,13.32,21,5,6,28.5,1.9,1.6,1,1,0,0
302966,28.07,9,3,8,4.4,1.0,0.75,0,0,1,0
302967,9.4,14,0,2,8.1,1.2,1.2,0,0,4,0
302968,28.21,13,6,10,2.7,1.7,0.78,0,1,2,0
302969,6.89,15,6,4,2.4,3.7,0.56,0,1,2,0
302970,9.48,12,1,6,3.0,5.8,0.46,0,0,2,0
302971,22.73,12,5,10,5.1,1.1,1.4,0,1,1,0
302972,19.47,9,4,9,4.7,2.8,1.24,0,0,3,0
302973,31.26,17,6,7,1.0,14.7,1.09,0,1,1,0
302974,159.36,3,6,1,64.6,10.7,3.53,0,1,0,1
302975,44.76,9,5,9,17.9,0.3,1.17,0,1,4,0
302976,64.47,12,1,6,3.7,0.1,1.34,0,0,3,0
302977,110.77,17,1,7,1.5,10.3,1.25,0,0,2,0
302978,26.77,22,6,10,12.3,1.1,0.87,0,1,2,0
302979,33.63,9,6,8,3.4,8.9,0.58,0,1,1,0
302980,22.26,8,3,1,6.2,0.1,0.92,0,0,1,0
302981,20.64,10,6,6,12.1,0.4,0.92,0,1,4,0
302982,184.55,12,0,2,0.6,7.7,0.51,1,0,0,0
302983,58.98,19,2,8,6.0,0.7,0.72,1,0,2,0
302984,41.12,11,2,4,0.6,6.6,1.14,0,0,0,0
302985,88.47,9,0,1,4.3,13.4,0.62,0,0,1,0
302986,9.3,20,5,1,22.3,2.7,1.82,0,1,1,0
302987,78.79,17,3,2,3.0,2.3,1.27,0,0,1,0
302988,23.49,8,5,2,1.9,3.9,0.78,0,1,1,0
302989,29.02,1,0,10,5.6,2.4,1.76,0,0,4,0
302990,65.81,11,4,3,10.2,0.9,1.14,0,0,2,0
302991,126.22,17,0,3,0.9,1.1,1.54,0,0,2,0
302992,10.74,10,0,10,13.9,7.4,0.48,0,0,1,0
302993,141.88,19,1,7,8.0,15.0,0.9,0,0,3,0
302994,45.09,12,6,2,4.7,3.5,1.21,1,1,2,0
302995,43.91,20,2,7,0.9,1.5,1.45,0,0,1,0
302996,186.73,22,2,2,9.0,23.7,1.71,0,0,7,1
302997,14.02,19,0,7,0.6,9.0,0.56,0,0,1,0
302998,16.24,16,0,9,1.1,0.1,1.24,0,0,5,0
302999,6.67,8,2,7,2.2,0.4,1.14,0,0,3,0
303000,196.37,16,3,6,1.5,0.1,1.74,0,0,2,0
303001,39.88,9,1,8,0.7,0.1,1.37,0,0,2,0
303002,6.66,10,4,2,3.6,3.9,0.86,1,0,2,0
303003,34.78,20,3,6,2.7,0.1,0.46,0,0,3,0
303004,37.3,15,3,3,5.2,2.4,0.8,0,0,4,0
